2.739954649,1
3.714467120,2
4.714965986,3
5.701678005,4
6.750770975,5
7.602517007,6
8.567664399,7
9.531995465,8
10.474988662,9
11.408458050,10
12.379047619,11
13.388390023,12
14.360340136,13
15.304058957,14
16.293809524,15
17.208911565,16
18.134807256,17
19.121179138,18
20.136031746,19
21.052630385,20
22.062494331,21
23.073083900,22
24.034852608,23
24.970952381,24
25.960113379,25
26.986870748,26
27.921814059,27
28.938412698,28
29.899342404,29
30.891882086,30
31.856303855,31
32.844149660,32
33.781995465,33
34.772018141,34
35.767800454,35
36.707029478,36
37.690385488,37
38.589795918,38
39.495600907,39
40.465600907,40
41.343242630,41
42.299410431,42
43.384217687,43
44.453696145,44
45.474739229,45
46.531179138,46
47.482131519,47
48.530657596,48
49.548435374,49
50.520090703,50
51.557687075,51
52.518231293,52
53.572176871,53
54.532562358,54
55.504285714,55
56.516258503,56
57.594512472,57
58.607959184,58
59.586780045,59
60.516553288,60
61.610317460,61
62.644489796,62
63.557959184,63
64.641405896,64
65.659387755,65
66.640340136,66
67.607528345,67
68.618004535,68
69.597188209,69
70.645328798,70
71.653378685,71
72.583582766,72
73.551746032,73
74.525918367,74
75.548594104,75
76.502267574,76
77.455827664,77
78.411247166,78
79.349773243,79
80.292947846,80
81.260158730,81
82.236439909,82
83.187528345,83
84.216281179,84
85.186848073,85
86.160725624,86
87.123696145,87
88.079614512,88
89.026462585,89
90.042857143,90
90.978934240,91
91.923900227,92
92.888911565,93
93.891088435,94
94.792040816,95
95.770453515,96
96.663922902,97
97.585759637,98
98.555941043,99
99.514217687,100
100.481201814,101
101.407006803,102
102.407074830,103
103.339206349,104
104.303718821,105
105.279773243,106
106.282766440,107
107.177074830,108
108.166984127,109
109.221043084,110
110.234126984,111
111.155034014,112
112.134126984,113
113.126938776,114
114.138390023,115
115.073446712,116
116.140612245,117
117.084829932,118
118.091451247,119
119.041655329,120
119.972448980,121
121.000975057,122
121.979931973,123
122.959365079,124
123.856258503,125
124.855260771,126
125.820317460,127
126.805578231,128
127.665941043,129
128.616326531,130
129.644195011,131
130.672018141,132
131.721337868,133
132.749387755,134
133.744444444,135
134.713242630,136
135.680022676,137
136.778934240,138
137.781451247,139
138.716621315,140
139.739229025,141
140.758662132,142
141.728820862,143
142.687981859,144
143.704285714,145
144.752902494,146
145.756099773,147
146.757619048,148
147.709387755,149
148.790226757,150
149.791927438,151
150.825215420,152
151.743310658,153
152.773922902,154
153.785555556,155
154.814058957,156
155.795736961,157
156.843401361,158
157.820952381,159
158.819047619,160
159.835351474,161
160.798185941,162
161.790136054,163
162.739002268,164
163.724126984,165
164.692585034,166
165.630000000,167
166.591451247,168
167.583764172,169
168.574149660,170
169.561292517,171
170.496734694,172
171.533877551,173
172.470725624,174
173.429818594,175
174.393265306,176
175.390385488,177
176.381746032,178
177.324920635,179
178.315260771,180
179.316077098,181
180.301020408,182
