149.925442177,64
152.041428571,65
154.383673469,66
156.681088435,67
158.838480726,68
161.034693878,69
163.043265306,70
165.077755102,71
167.111836735,72
169.155918367,73
171.227755102,74
173.191836735,75
175.234648526,76
177.284829932,77
179.373990930,78
181.577142857,79
183.806258503,80
186.009251701,81
188.244897959,82
190.439523810,83
192.689977324,84
194.945306122,85
197.146122449,86
199.248979592,87
201.410612245,88
203.562947846,89
205.699637188,90
207.882925170,91
210.076734694,92
212.323265306,93
214.302040816,94
216.626235828,95
218.899841270,96
221.183287982,97
223.314285714,98
225.623015873,99
228.030476190,100
230.223673469,101
232.610317460,102
235.330612245,103
237.748163265,104
241.475918367,105
244.959319728,106
247.608163265,107
250.187891156,108
253.660158730,109
256.470204082,110
259.415510204,111
262.073469388,112
265.200136054,113
268.140408163,114
270.913219955,115
273.730612245,116
276.355918367,117
278.906145125,118
281.492335601,119
284.290612245,120
287.967346939,121
290.253061224,122
292.519183673,123
294.622040816,124
296.862040816,125
299.088979592,126
301.244081633,127
303.545691610,128
305.820975057,129
307.970226757,130
310.034217687,131
312.054739229,132
314.324897959,133
316.681995465,134
319.058639456,135
321.208163265,136
323.422040816,137
325.615736961,138
327.856326531,139
329.969229025,140
332.072993197,141
334.082403628,142
336.143673469,143
338.259591837,144
340.397868481,145
342.654693878,146
344.608480726,147
346.763401361,148
348.896258503,149
350.942040816,150
353.044897959,151
355.186938776,152
357.270204082,153
359.415623583,154
361.503673469,155
363.578866213,156
365.629092971,157
367.879863946,158
370.017959184,159
372.013446712,160
374.001451247,161
376.011020408,162
378.070204082,163
380.197596372,164
382.240181406,165
384.243764172,166
386.255827664,167
388.488163265,168
390.574217687,169
392.791133787,170
395.154285714,171
397.564081633,241
400.091428571,172
402.351020408,173
404.512653061,174
406.760816327,175
408.916122449,176
411.107981859,177
413.120000000,178
415.124897959,179
417.229750567,180
419.452131519,181
421.481473923,182
423.601632653,183
425.697981859,184
427.900294785,185
429.983945578,186
432.280816327,187
434.358208617,188
436.624625850,189
438.759319728,190
440.840544218,191
442.945306122,192
445.076235828,193
447.205260771,194
449.384331066,195
451.637551020,196
453.731768707,197
455.804943311,198
457.965578231,199
460.102267574,200
462.236734694,201
464.391836735,204
466.476825397,205
468.680272109,206
470.818004535,207
472.986235828,208
475.139433107,209
477.444852608,210
479.660408163,211
481.980884354,212
484.157823129,213
486.537981859,214
488.788820862,215
491.223945578,216
493.662040816,217
497.737142857,218
501.239115646,219
503.836734694,220
506.488163265,221
509.688163265,222
512.157505669,223
514.412154195,224
516.767346939,225
519.082562358,226
521.273469388,227
523.598367347,228
525.958095238,229
531.105555556,230
534.147324263,231
536.572517007,232
539.333469388,233
542.312471655,234
545.877913832,235
547.862834467,236
549.656961451,237
551.512970522,238
553.221224490,239
555.415873016,240
