6.124240363,2
8.318662132,4
10.555668934,6
12.783333333,8
15.199115646,10
17.632993197,12
20.197460317,14
22.538526077,16
25.116190476,18
27.712448980,20
30.503922902,22
33.240816327,24
35.787755102,26
38.478367347,28
41.166145125,30
44.124489796,32
46.850612245,34
49.460816327,36
52.280884354,38
54.948571429,40
57.528163265,42
60.205714286,44
63.120612245,46
65.913469388,48
68.504149660,50
71.447709751,52
74.395714286,54
77.165714286,56
79.986938776,58
82.724149660,60
85.419206349,62
88.039183673,64
90.750136054,66
93.487641723,68
96.302335601,70
98.873469388,72
101.629387755,74
104.261224490,76
106.932244898,78
109.677709751,80
112.332675737,82
114.999727891,84
117.574512472,86
120.349614512,88
122.886530612,90
125.649546485,92
128.586938776,94
131.631020408,96
134.230204082,98
136.759047619,100
139.362607710,102
142.122925170,104
144.701882086,106
147.340068027,108
149.929795918,110
152.609523810,112
155.155600907,114
158.001632653,116
160.661337868,118
163.970612245,120
166.631383220,122
169.423673469,124
172.121768707,126
174.976870748,128
177.643832200,130
180.623673469,132
183.368843537,134
186.117913832,136
188.943673469,138
191.843265306,140
194.553469388,142
197.420408163,144
200.512743764,146
205.093877551,148
